"s_no","Company","TypeName","Inches","resolution_width","resolution_height","resolution_category","PPI","is_touch_screen","cpu_brand","cpu_name","cpu_speed","cpu_series","cpu_tier","Ram(Gb)","memory_type","primary_storage","secondary_storage","gpu_brand","gpu_name","OpSys","Weight(kg)","Price","price_segment"
465,"Asus","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Pentium Quad Core N4200 ",1.1,"Pentium","Standard",4,"HDD",500,0,"Intel"," HD Graphics 500","windows",2.0,16197.0,"budget"
466,"Acer","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",500,0,"Nvidia"," GeForce GTX 940MX","windows",2.2,24988.0,"budget"
467,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"HDD",2048,0,"AMD"," Radeon 530","windows",2.02,40440.0,"mid_range"
468,"HP","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",12,"HDD",1024,0,"Nvidia"," GeForce GTX 1060","windows",3.78,90523.0,"premium"
469,"Lenovo","Ultrabook",14.0,2560,1440,"2K",210,0,"Intel"," Core i7 6600U ",2.6,"Core i7","Elite",12,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.4,98994.0,"premium"
470,"HP","2 in 1 Convertible",13.3,3840,2160,"4K",331,1,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",8,"SSD",512,0,"Intel"," UHD Graphics 620","windows",1.29,106507.0,"premium"
471,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"HDD",500,0,"AMD"," FirePro W4190M ","windows",1.9,61485.0,"upper_mid_range"
472,"Google","Ultrabook",12.3,2400,1600,"2K",235,1,"Intel"," Core i5 7Y57 ",1.2,"Core i5","Performance",8,"SSD",128,0,"Intel"," HD Graphics 615","other",1.1,67932.0,"upper_mid_range"
473,"Dell","Ultrabook",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"SSD",256,0,"Intel"," UHD Graphics 620","windows",1.42,98134.0,"premium"
474,"Asus","Notebook",15.6,3840,2160,"4K",282,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",12,"Hybrid",128,1024,"Intel"," HD Graphics 530","windows",2.06,69211.0,"upper_mid_range"
475,"Dell","Notebook",14.0,1366,768,"HD",112,0,"Intel"," Core i3 6100U ",2.3,"Core i3","Standard",8,"SSD",128,0,"Intel"," HD Graphics 520","windows",1.79,39427.0,"mid_range"
477,"Lenovo","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",180,0,"Intel"," HD Graphics 620","windows",1.7,72674.0,"upper_mid_range"
479,"Toshiba","Notebook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.05,89084.0,"premium"
480,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",8,"SSD",512,0,"Nvidia"," GeForce 940MX","windows",2.16,67239.0,"upper_mid_range"
481,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 7100U ",2.4,"Core i3","Standard",4,"HDD",1024,0,"Intel"," HD Graphics 620","windows",2.18,31254.0,"budget"
482,"HP","Notebook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",4,"SSD",128,0,"Intel"," UHD Graphics 620","windows",1.49,38681.0,"mid_range"
483,"Chuwi","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Atom x5-Z8350 ",1.44,"Atom","Essential",4,"Flash storage",64,0,"Intel"," HD Graphics","windows",1.89,13261.0,"budget"
484,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"SSD",128,0,"Intel"," HD Graphics 520","windows",2.3,30103.0,"budget"
485,"Lenovo","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"SSD",256,0,"Intel"," UHD Graphics 620","windows",1.75,55891.0,"upper_mid_range"
486,"Dell","Workstation",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6820HQ ",2.7,"Core i7","Elite",16,"SSD",512,0,"Nvidia"," Quadro M620","windows",2.17,124569.0,"premium"
487,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"SSD",512,0,"Nvidia"," GeForce GTX 1050","windows",2.06,101179.0,"premium"
488,"Lenovo","Ultrabook",12.5,1920,1080,"Full HD",176,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",16,"SSD",512,0,"Intel"," HD Graphics 620","windows",1.36,95797.0,"premium"
489,"Asus","Ultrabook",12.5,1920,1080,"Full HD",176,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",16,"SSD",512,0,"Intel"," HD Graphics 620","windows",0.91,103896.0,"premium"
490,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Nvidia"," GeForce 940MX","windows",2.3,53919.0,"upper_mid_range"
491,"Toshiba","Ultrabook",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",32,"SSD",512,0,"Intel"," HD Graphics 620","windows",1.05,149131.0,"premium"
492,"Asus","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1050","windows",1.99,71928.0,"upper_mid_range"
493,"Acer","Notebook",15.6,1366,768,"HD",100,0,"AMD"," A10-Series 9620P ",2.5,"A10","Standard",8,"HDD",1024,0,"AMD"," Radeon RX 540","windows",2.2,30849.0,"budget"
494,"Asus","Gaming",17.3,1920,1080,"Full HD",127,1,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",24,"Hybrid",256,1024,"Nvidia"," GeForce GTX 965M","windows",4.33,67612.0,"upper_mid_range"
495,"Lenovo","Ultrabook",12.5,1366,768,"HD",125,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",8,"SSD",180,0,"Intel"," HD Graphics 520","windows",1.3,58555.0,"upper_mid_range"
496,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",8,"SSD",256,0,"Intel"," UHD Graphics 620","windows",2.17,47893.0,"mid_range"
497,"HP","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i7 7600U ",2.8,"Core i7","Elite",8,"SSD",1024,0,"Intel"," HD Graphics 620","windows",1.48,93187.0,"premium"
498,"Lenovo","Notebook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i3 7100U ",2.4,"Core i3","Standard",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.4,50563.0,"mid_range"
499,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",2.3,48538.0,"mid_range"
500,"Asus","Netbook",11.6,1366,768,"HD",135,0,"Intel"," Celeron Dual Core N3350 ",1.1,"Celeron","Essential",4,"Flash storage",64,0,"Intel"," HD Graphics 500","windows",1.2,18115.0,"budget"
501,"HP","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"AMD"," Radeon 520","windows",1.91,32980.0,"mid_range"
502,"Lenovo","2 in 1 Convertible",13.9,1920,1080,"Full HD",158,1,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"SSD",256,0,"Intel"," UHD Graphics 620","windows",1.4,85195.0,"premium"
503,"Lenovo","Notebook",14.0,1366,768,"HD",112,0,"Intel"," Celeron Dual Core N3350 ",1.1,"Celeron","Essential",4,"HDD",500,0,"Intel"," HD Graphics 500","windows",2.1,15931.0,"budget"
504,"Lenovo","Netbook",11.6,1366,768,"HD",135,0,"Intel"," Celeron Dual Core N3060 ",1.6,"Celeron","Essential",4,"SSD",16,0,"Intel"," HD Graphics 400","other",1.25,14119.0,"budget"
505,"Lenovo","Notebook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.44,50563.0,"mid_range"
506,"Asus","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"Hybrid",256,1024,"Intel"," HD Graphics 620","windows",2.0,65215.0,"upper_mid_range"
507,"Acer","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",4,"HDD",1024,0,"Nvidia"," GeForce MX150","windows",2.2,32661.0,"mid_range"
508,"HP","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",512,0,"Intel"," HD Graphics 620","windows",1.34,70489.0,"upper_mid_range"
509,"Lenovo","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1060","no OS",2.4,61219.0,"upper_mid_range"
510,"Dell","Ultrabook",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",128,0,"Intel"," HD Graphics 620","windows",1.29,47899.0,"mid_range"
511,"Acer","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",4,"HDD",500,0,"Nvidia"," GeForce 940MX","windows",2.2,34046.0,"mid_range"
512,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"HDD",1024,0,"Intel"," HD Graphics 620","windows",2.18,44542.0,"mid_range"
513,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",16,"Hybrid",256,2048,"AMD"," Radeon 530","windows",2.2,64961.0,"upper_mid_range"
514,"Xiaomi","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",16,"SSD",256,0,"Nvidia"," GeForce MX150","no OS",1.95,74589.0,"upper_mid_range"
515,"Asus","Netbook",11.6,1366,768,"HD",135,0,"Intel"," Celeron Dual Core N3350 ",1.1,"Celeron","Essential",2,"Flash storage",32,0,"Intel"," HD Graphics 500","windows",1.1,13054.0,"budget"
516,"HP","Notebook",15.6,1366,768,"HD",100,1,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",4,"HDD",1024,0,"Intel"," UHD Graphics 620","windows",2.04,27784.0,"budget"
517,"Asus","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",24,"SSD",512,0,"Nvidia"," GeForce GTX1080","windows",2.24,158135.0,"ultra_premium"
518,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Nvidia"," GeForce 930MX","windows",2.04,47366.0,"mid_range"
519,"Asus","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX1050 Ti","windows",3.0,80133.0,"premium"
520,"Lenovo","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1060","windows",3.2,74539.0,"upper_mid_range"
521,"HP","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.32,74539.0,"upper_mid_range"
522,"Dell","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 7300U ",2.6,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.64,68184.0,"upper_mid_range"
523,"HP","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"SSD",128,0,"Intel"," HD Graphics 520","windows",1.63,36710.0,"mid_range"
524,"Dell","Notebook",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"Hybrid",128,1024,"AMD"," Radeon 530","linux",2.8,47366.0,"mid_range"
525,"Lenovo","Notebook",24.0,1920,1080,"Full HD",92,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",2.02,71395.0,"upper_mid_range"
526,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",4,"HDD",1024,0,"Nvidia"," GeForce 920MX","windows",2.2,42571.0,"mid_range"
527,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",8,"HDD",2048,0,"Nvidia"," GeForce 920MX ","no OS",2.2,24456.0,"budget"
528,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"HDD",500,0,"AMD"," Radeon R5 M430","windows",2.3,31169.0,"budget"
529,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7440HQ ",2.8,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.9,73367.0,"upper_mid_range"
530,"Dell","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1070","windows",4.42,160520.0,"ultra_premium"
531,"Toshiba","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"HDD",500,0,"Intel"," HD Graphics 620","windows",2.0,45821.0,"mid_range"
532,"Asus","Notebook",15.6,3840,2160,"4K",282,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"Hybrid",256,1024,"Nvidia"," GeForce GTX 960M","windows",2.0,69211.0,"upper_mid_range"
533,"Mediacom","Notebook",13.3,1920,1080,"Full HD",166,0,"Intel"," Celeron Quad Core N3450 ",1.1,"Celeron","Essential",4,"SSD",32,0,"Intel"," HD Graphics 500","windows",1.2,19660.0,"budget"
534,"Asus","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7300HQ ",2.5,"Core i5","Performance",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1060","windows",2.3,87859.0,"premium"
535,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7600U ",2.8,"Core i7","Elite",8,"SSD",256,0,"Nvidia"," GeForce 930MX","windows",1.93,72940.0,"upper_mid_range"
536,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"SSD",256,0,"AMD"," Radeon 530","windows",2.2,42486.0,"mid_range"
537,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Pentium Quad Core N3710 ",1.6,"Pentium","Standard",4,"SSD",256,0,"Intel"," HD Graphics 405","windows",1.86,21258.0,"budget"
538,"HP","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",12,"HDD",1024,0,"Nvidia"," GeForce GTX 1060","windows",2.62,95851.0,"premium"
539,"Lenovo","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",256,0,"Nvidia"," GeForce 940MX","windows",1.87,45768.0,"mid_range"
540,"Dell","Ultrabook",13.3,3200,1800,"4K",276,1,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",8,"SSD",256,0,"Intel"," UHD Graphics 620","windows",1.2,74539.0,"upper_mid_range"
541,"Dell","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"SSD",128,0,"Intel"," HD Graphics 520","windows",1.6,39207.0,"mid_range"
542,"HP","Ultrabook",13.3,3200,1800,"4K",276,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.34,61006.0,"upper_mid_range"
543,"Acer","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7300HQ ",2.5,"Core i5","Performance",8,"HDD",1024,0,"Nvidia"," GeForce GTX 1050","linux",2.4,42517.0,"mid_range"
544,"Asus","Notebook",15.6,1366,768,"HD",100,0,"AMD"," E-Series 7110 ",1.8,"E-Series","Essential",4,"HDD",500,0,"AMD"," Radeon R2 Graphics","windows",2.0,18595.0,"budget"
545,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i3 7100U ",2.4,"Core i3","Standard",4,"SSD",128,0,"Intel"," HD Graphics 620","windows",2.1,37589.0,"mid_range"
546,"Lenovo","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"HDD",500,0,"Intel"," HD Graphics 620","windows",1.87,41825.0,"mid_range"
547,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",4,"HDD",1024,0,"Intel"," HD Graphics 520","no OS",2.15,24634.0,"budget"
548,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",500,0,"Intel"," HD Graphics 520","windows",1.86,21152.0,"budget"
549,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",512,0,"Intel"," HD Graphics 620","windows",1.99,92121.0,"premium"
550,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"SSD",128,0,"Intel"," HD Graphics 520","windows",2.2,26587.0,"budget"
551,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.9,59513.0,"upper_mid_range"
552,"Dell","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1070","windows",4.42,143803.0,"premium"
553,"HP","Notebook",17.3,1600,900,"HD",106,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",8,"HDD",1024,0,"Intel"," HD Graphics 520","windows",2.65,28992.0,"budget"
554,"HP","Notebook",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"HDD",1024,0,"Nvidia"," GeForce 930MX","windows",2.63,68198.0,"upper_mid_range"
555,"Asus","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Celeron Dual Core N3350 ",1.1,"Celeron","Essential",4,"HDD",500,0,"Intel"," HD Graphics 500","linux",2.0,11935.0,"budget"
556,"Mediacom","Notebook",13.3,1920,1080,"Full HD",166,0,"Intel"," Atom x5-Z8350 ",1.44,"Atom","Essential",4,"Flash storage",32,0,"Intel"," HD Graphics","windows",1.35,13586.0,"budget"
557,"Lenovo","Notebook",17.3,1600,900,"HD",106,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",6,"Hybrid",128,1024,"Nvidia"," GeForce 940MX","windows",2.8,50563.0,"mid_range"
558,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"AMD"," A10-Series A10-9620P ",2.5,"A10","Standard",6,"SSD",128,0,"AMD"," Radeon 530","windows",1.91,30311.0,"budget"
559,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",1024,0,"AMD"," Radeon R5 M420","windows",2.18,32922.0,"mid_range"
560,"Acer","2 in 1 Convertible",11.6,1920,1080,"Full HD",190,1,"Intel"," Celeron Dual Core N3350 ",2.0,"Celeron","Essential",4,"Flash storage",32,0,"Intel"," HD Graphics 500","windows",1.25,18595.0,"budget"
561,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i3 7130U ",2.7,"Core i3","Standard",4,"SSD",128,0,"Intel"," HD Graphics 620","windows",2.05,33566.0,"mid_range"
562,"HP","Ultrabook",13.3,3200,1800,"4K",276,1,"Intel"," Core M 6Y75 ",1.2,"Other","Uncategorized",16,"SSD",512,0,"Intel"," HD Graphics 515","windows",1.16,104695.0,"premium"
563,"Lenovo","Notebook",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"SSD",256,0,"Nvidia"," Quadro M620M","windows",3.4,159787.0,"ultra_premium"
564,"Asus","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7300HQ ",2.5,"Core i5","Performance",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1050","windows",2.5,44702.0,"mid_range"
565,"Dell","Ultrabook",13.3,3840,2160,"4K",331,1,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"SSD",128,0,"Intel"," UHD Graphics 620","windows",1.21,85195.0,"premium"
566,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 7300U ",2.6,"Core i5","Performance",4,"HDD",500,0,"Intel"," HD Graphics 620","windows",1.93,51096.0,"mid_range"
568,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Pentium Quad Core N4200 ",1.1,"Pentium","Standard",4,"HDD",500,0,"Intel"," HD Graphics 505","windows",2.2,18328.0,"budget"
569,"Lenovo","Notebook",14.0,1366,768,"HD",112,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"HDD",500,0,"Intel"," HD Graphics 620","windows",2.02,52747.0,"upper_mid_range"
570,"HP","Workstation",17.3,1600,900,"HD",106,0,"Intel"," Core i5 7440HQ ",2.8,"Core i5","Performance",8,"HDD",500,0,"Nvidia"," Quadro M1200","windows",3.14,99154.0,"premium"
571,"HP","Notebook",14.0,1366,768,"HD",112,0,"Intel"," Pentium Quad Core N3710 ",1.6,"Pentium","Standard",8,"HDD",2048,0,"Intel"," HD Graphics 405","windows",1.94,20726.0,"budget"
572,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"AMD"," A9-Series A9-9420 ",3.0,"A9","Standard",6,"SSD",256,0,"AMD"," Radeon 530","windows",1.95,34579.0,"mid_range"
573,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",2.3,44222.0,"mid_range"
574,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",4,"HDD",500,0,"Intel"," HD Graphics 620","windows",2.05,36497.0,"mid_range"
575,"Mediacom","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Atom x5-Z8350 ",1.44,"Atom","Essential",4,"SSD",32,0,"Intel"," HD Graphics","windows",1.4,13267.0,"budget"
576,"Toshiba","Ultrabook",14.0,1920,1080,"Full HD",157,1,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",16,"SSD",512,0,"Intel"," HD Graphics 620","windows",1.24,99367.0,"premium"
577,"Lenovo","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 6820HK ",2.7,"Core i7","Elite",32,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1070","windows",4.6,141885.0,"premium"
578,"MSI","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7820HK ",2.9,"Core i7","Elite",16,"Hybrid",512,1024,"Nvidia"," GeForce GTX 1070","windows",4.14,145401.0,"premium"
579,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",256,0,"AMD"," Radeon R5 M430","linux",2.2,39907.0,"mid_range"
580,"Mediacom","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Celeron Quad Core N3450 ",1.1,"Celeron","Essential",4,"SSD",32,0,"Intel"," HD Graphics 500","windows",1.45,20726.0,"budget"
581,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 7300U ",2.6,"Core i5","Performance",8,"HDD",500,0,"Intel"," HD Graphics 620","windows",1.9,53734.0,"upper_mid_range"
582,"HP","Notebook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i3 7100U ",2.4,"Core i3","Standard",4,"SSD",128,0,"Intel"," HD Graphics 620","windows",1.49,38308.0,"mid_range"
583,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7600U ",2.8,"Core i7","Elite",16,"SSD",256,0,"Nvidia"," GeForce 930MX","windows",1.93,81912.0,"premium"
584,"Dell","Netbook",11.6,1366,768,"HD",135,0,"Intel"," Celeron Dual Core N3060 ",1.6,"Celeron","Essential",4,"Flash storage",16,0,"Intel"," HD Graphics 400","other",1.26,15718.0,"budget"
585,"MSI","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 6820HK ",2.7,"Core i7","Elite",16,"Hybrid",128,1024,"Nvidia"," GeForce GTX 980M","windows",4.5,125155.0,"premium"
586,"HP","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1050","windows",3.78,79813.0,"upper_mid_range"
587,"Lenovo","Ultrabook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i7 6600U ",2.6,"Core i7","Elite",12,"SSD",256,0,"Intel"," HD Graphics 520","windows",8.4,89137.0,"premium"
588,"Lenovo","Notebook",15.6,1366,768,"HD",100,1,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",12,"HDD",1024,0,"Intel"," HD Graphics 620","windows",2.2,32448.0,"mid_range"
589,"Asus","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i5 7300HQ ",2.5,"Core i5","Performance",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1060","windows",2.73,94306.0,"premium"
590,"Asus","2 in 1 Convertible",15.6,1366,768,"HD",100,1,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"HDD",1024,0,"Intel"," HD Graphics 520","windows",2.2,39374.0,"mid_range"
